S No,Product_Name,Product_Author,Book_Format,Sales_Price,Product_Rating,Genre,State,Region,Date,Cost_Price,Page_Count
28430,"Rise of a Merchant Prince (The Serpentwar Saga, Book 2): 02",Raymond E Feist,Digital,8.99,5,Romance,Florida,South,12/1/2023,6.29,
28431,"Sword Art Online Alternative Gun Gale Online, Vol. 10 (light novel)",Reki Kawahara,Paperback,12.9,1.5,Fantasy,California,West,12/1/2023,9.03,139
28432,Loving Ellen,Sheila Claydon,Digital,13,4,Thriller,Pennsylvania,Northeast,12/1/2023,9.1,
28433,Shadow Wolf,Alicia Montgomery,Paperback,14,4,Sci-Fi,Ohio,Midwest,12/1/2023,9.8,177
28434,Reborn as a Space Mercenary: I Woke Up Piloting the Strongest Starship! (Light Novel) Vol. 1,Ryuto,Paperback,12.7,4,Thriller,Ohio,Midwest,12/1/2023,8.89,214
28435,"Yours Truly, 2095",Brian Paone,Paperback,17.8,4,Sci-Fi,Pennsylvania,Northeast,12/1/2023,12.46,102
28436,The Sprite Sisters,Sheridan Winn,Paperback,9.5,5,Sci-Fi,California,West,12/1/2023,6.65,117
28437,Le meilleur des mondes,Aldous Huxley,Paperback,7.7,4,Comedy,Nebraska,Midwest,12/1/2023,5.39,96
28438,The Dark Tower VII: The Dark Tower,Stephen King,Hardcover,25,5,Sci-Fi,New York,Northeast,12/1/2023,17.5,104
28439,Thraxas Book Nine,Martin Scott,Paperback,9.32,2,Thriller,Michigan,Midwest,12/1/2023,6.52,159
28440,The First Bird: A Matt Kearns Novel 1,Greig Beck,Paperback,13.5,4.5,Thriller,Massachusetts,Northeast,12/1/2023,9.45,122
28441,The Martian Chronicles,Ray D Bradbury,Paperback,11.9,2,Poetry,Texas,South,12/1/2023,8.33,167
28442,Night Goddess,T Stedman,Digital,15.1,4,Sci-Fi,Washington,West,12/1/2023,10.57,
28443,Dream Eyes,Jayne Ann Krentz,Paperback,97,4.5,Non Fiction,Washington,West,12/1/2023,67.9,613
28444,Thinner,Stephen King,Paperback,13.8,4.5,Thriller,Virginia,South,12/1/2023,9.66,90
28445,Earth Is The Lord's (Sunfall Trilogy),William James,Paperback,4.13,1,Comedy,Arizona,West,12/1/2023,2.89,96
28446,Silverweed Road,Simon Crook,Paperback,10.4,4,Sci-Fi,Nebraska,Midwest,12/1/2023,7.28,59
28447,The Blue Planet Project,Mkratia Aitarkm,Paperback,17,4,Poetry,California,West,12/1/2023,11.9,107
28448,The Falconer,Elizabeth May,Paperback,9.99,4.5,Comedy,California,West,12/1/2023,6.99,150
28449,This Day All Gods Die,Stephen Donaldson,Paperback,12.9,4.5,Sci-Fi,Nevada,West,12/1/2023,9.03,212
28450,Maleficent 2: Mistress of Evil,Holly Black,Paperback,96,4,Non Fiction,California,West,12/1/2023,67.2,416
28451,Blue Star Rising,Jacqueline Florence,Paperback,7.54,4,Sci-Fi,Ohio,Midwest,12/1/2023,5.28,127
28453,The Circle and the Cross: bk. 1 (The wanderers),Caiseal Mor,Paperback,6.99,4,Thriller,Oregon,West,12/1/2023,4.89,156
28454,The Turn of the Screw and Other Ghost Stories,Henry James,Paperback,9.99,4.5,Thriller,Pennsylvania,Northeast,12/1/2023,6.99,185
28455,Master of Souls,Rena Barron,Hardcover,18.9,4,Thriller,North Carolina,South,12/1/2023,13.23,152
28456,Patriarch's Hope: 6 (Seafort Saga),David Feintuch,Paperback,6.99,4,Comedy,Washington,West,12/1/2023,4.89,110
28457,The Strange: Myth of the Maker,Bruce Cordell,Paperback,8.99,4.5,Poetry,Pennsylvania,Northeast,12/1/2023,6.29,180
28458,"Scream, Queen",Stephanie Sparks,Paperback,15.7,4,Sci-Fi,New Jersey,Northeast,12/1/2023,10.99,117
28459,The Dark Arts of Blood,Freda Warrington,Paperback,9.24,4,Romance,Pennsylvania,Northeast,12/1/2023,6.47,147
28460,The Watcher of Dead Time,Edward Cox,Paperback,10.9,4,Sci-Fi,New Jersey,Northeast,12/1/2023,7.63,124
28461,Slappy and Other Horror Stories,R.L. Stine,Paperback,8.04,4.5,Fantasy,Texas,South,12/1/2023,5.63,102
28462,Morna's Magic & Mistletoe - A Novella,Bethany Claire,Audio,6.79,4,Thriller,New Jersey,Northeast,12/1/2023,4.75,
28463,The Outside,Ada Hoffmann,Paperback,10.9,4.5,Fantasy,Massachusetts,Northeast,12/1/2023,7.63,133
28464,Moojag and the Auticode Secret,N.E. McMORRAN,Digital,7.83,4,Fantasy,California,West,12/1/2023,5.48,
28465,Freaks,Brett Riley,Hardcover,13.9,4.5,Thriller,Nevada,West,12/1/2023,9.73,96
28466,Stygian,Sherrilyn Kenyon,Paperback,10.9,4.5,Thriller,New York,Northeast,12/1/2023,7.63,121
28467,Conspiracies,J. Porter,Paperback,9.99,2,Thriller,Pennsylvania,Northeast,12/1/2023,6.99,144
28469,Any Witch Way You Can,Amanda M Lee,Hardcover,15,4,Comedy,California,West,12/1/2023,10.5,80
28470,Krampus,Brom,Hardcover,12.9,1.5,Fantasy,Nevada,West,12/1/2023,9.03,62
28471,Build Your House Around My Body,Violet Kupersmith,Hardcover,16.9,4,Poetry,Massachusetts,Northeast,12/1/2023,11.83,154
28472,Winter's Myths,Gage Greenwood,Digital,17.9,4,Comedy,Texas,South,12/1/2023,12.53,
28473,Galactic Keegan,Scott Innes,Paperback,9.99,5,Sci-Fi,South Dakota,Midwest,12/1/2023,6.99,199
28474,Tiger Lily,T. Stedman,Paperback,15.1,1,Thriller,Michigan,Midwest,12/1/2023,10.57,95
28475,Oddjobs,Heide  Goody,Paperback,9,4.5,Non Fiction,North Carolina,South,12/1/2023,6.3,134
28476,Elvis Never Left the Building,Lawrence W Anderson,Hardcover,11.9,1.5,Sci-Fi,Louisiana,South,12/1/2023,8.33,157
28477,A Dance With Dragons: Part 1 Dreams and Dust,George R.R. Martin,Paperback,9.99,5,Poetry,New Jersey,Northeast,12/1/2023,6.99,173
28478,Gloaming,Charlotte E English,Hardcover,7.99,4,Comedy,California,West,12/1/2023,5.59,110
28479,Farperoo,Mark Lamb,Hardcover,14.9,4,Romance,Arizona,West,12/1/2023,10.43,125
28480,Ninefox Gambit,Yoon Ha Lee,Paperback,8.99,4,Thriller,Missouri,Midwest,12/1/2023,6.29,133
28481,Judge,Karen Traviss,Paperback,6.99,4.5,Comedy,New York,Northeast,12/1/2023,4.89,128
28482,Doctor Who: Touched by an Angel,Jonathan Morris,Hardcover,12.9,4,Romance,California,West,12/1/2023,9.03,137
28484,Plastic,Christopher Fowler,Paperback,7.99,3.5,Non Fiction,Illinois,Midwest,12/1/2023,5.59,116
28485,Ant Men,Eric North,Paperback,9.99,1.5,Thriller,Massachusetts,Northeast,12/1/2023,6.99,178
28486,Uncut: 21 Short Stories,Christopher Fowler,Paperback,7.99,4.5,Romance,Virginia,South,12/1/2023,5.59,139
28487,Tolkien's Hidden Pictures,Mark McGivern,Paperback,15.9,4,Thriller,California,West,12/1/2023,11.13,114
28488,High Jinx,Kelley Armstrong,Paperback,13.9,1.5,Fantasy,Florida,South,12/1/2023,9.73,121
28489,How a Realist Hero Rebuilt the Kingdom (Light Novel) Vol. 1,Dojyomaru,Paperback,11.9,4.5,Poetry,Missouri,Midwest,12/1/2023,8.33,148
28490,"Death March to the Parallel World Rhapsody, Vol. 7 (light novel)",Hiro Ainana,Paperback,11.9,4,Poetry,California,West,12/1/2023,8.33,140
28491,Terror Tales of London,Paul Finch,Paperback,10.8,4.5,Romance,New Hampshire,Northeast,12/1/2023,7.56,169
28492,The Dragon's Willing Sacrifice,Ines Johnson,Paperback,10.3,4,Poetry,Nevada,West,12/1/2023,7.21,134
28493,Chameleon Games,June V Bourgo,Paperback,13.9,4.5,Sci-Fi,Arizona,West,12/1/2023,9.73,158
28494,Sinister Stitches,Mark Cassell,Paperback,10.3,4,Thriller,Pennsylvania,Northeast,12/1/2023,7.21,104
28495,Death Stranding: The Official Novelisation - Volume 1,Hitori Nojima,Paperback,8.99,4.5,Thriller,Arizona,West,12/1/2023,6.29,117
28496,The Freakshow,Bryan Smith,Paperback,12.5,4,Sci-Fi,Ohio,Midwest,12/1/2023,8.75,147
28497,Transmuted,Eve Harms,Paperback,10.2,4,Thriller,New York,Northeast,12/1/2023,7.14,125
28498,The Famished Road,Ben Okri,Hardcover,14.9,4.5,Sci-Fi,Missouri,Midwest,12/1/2023,10.43,152
28499,The Slaughtered Lamb Bookstore and Bar,Seana Kelly,Paperback,13.7,4.5,Thriller,Pennsylvania,Northeast,12/1/2023,9.59,165
28500,The War of the Worlds (Legend Classics),H. G. Wells,Paperback,8.99,4.5,Thriller,New York,Northeast,12/1/2023,6.29,157
28501,Fastening the Grave,L a McBride,Paperback,15.4,4,Thriller,Washington,West,12/1/2023,10.78,110
28502,The Alpha Protocol,Duncan M Hamilton,Paperback,13.5,4.5,Poetry,California,West,12/1/2023,9.45,172
28503,Polar City Blues,Katharine Kerr,Paperback,5.99,4.5,Thriller,California,West,12/1/2023,4.19,98
28504,The Queen's Gambit,Jessie Mihalik,Paperback,11.7,4,Thriller,Florida,South,12/1/2023,8.19,206
28505,Crowns & Swords,J L Meyrick,Paperback,9.99,1.5,Fantasy,Washington,West,12/1/2023,6.99,81
28506,The Seven Visitations of Sydney Burgess,Andy Marino,Hardcover,14.9,4,Sci-Fi,California,West,12/1/2023,10.43,143
28507,Hawk Mountain,Conner Habib,Paperback,13.9,4,Sci-Fi,Michigan,Midwest,12/1/2023,9.73,245
28508,Copra Round Six,Michel Fiffe,Paperback,22.9,5,Sci-Fi,Washington,West,12/1/2023,16.03,244
28509,Vendetta Road,Christine Feehan,Paperback,8.99,5,Thriller,New York,Northeast,12/1/2023,6.29,139
28510,The Traitor's Sword: The Sangreal Trilogy Two,Amanda Hemingway,Paperback,6.99,4,Poetry,South Dakota,Midwest,12/1/2023,4.89,93
28511,The Thousand Names,Django Wexler,Paperback,12.9,1,Comedy,California,West,12/1/2023,9.03,136
28512,"Taboo Tattoo, Vol. 5",Shinjiro,Paperback,10.9,4,Thriller,Florida,South,12/1/2023,7.63,203
28513,Jade War,Fonda Lee,Hardcover,21.1,5,Poetry,Nevada,West,12/1/2023,14.77,230
28514,Gunboat,James Evans,Paperback,12,4.5,Poetry,Florida,South,12/1/2023,8.4,142
28515,Shadowborn,David Dalglish,Paperback,10.4,4,Romance,Nevada,West,12/1/2023,7.28,135
28516,2001: An Odyssey In Words,Ian Whates,Paperback,14,4.5,Thriller,Missouri,Midwest,12/1/2023,9.8,211
28517,7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy! (Light Novel) Vol. 3,Touko Amekawa,Hardcover,13.9,1.5,Poetry,Michigan,Midwest,12/1/2023,9.73,151
28518,Frenzy Island,Richard E. Rock,Paperback,9.83,4,Sci-Fi,New York,Northeast,12/1/2023,6.88,94
28519,Immortal Rising,Lynsay Sands,Digital,10,4.5,Sci-Fi,Pennsylvania,Northeast,12/1/2023,7,
28520,Kleinzeit,Russell Hoban,Paperback,9.99,4,Sci-Fi,Florida,South,12/1/2023,6.99,197
28521,How to Talk to Girls at Parties,Neil Gaiman,Hardcover,97,4,Non Fiction,California,West,12/1/2023,67.9,215
28522,Dead Petals - An Apocalypse,Eric Ortlund,Paperback,12.2,4,Sci-Fi,Michigan,Midwest,12/1/2023,8.54,176
28523,The Truths of Darkness,Brian Stableford,Paperback,17,4,Romance,New Jersey,Northeast,12/1/2023,11.9,264
28524,I Always Find You,John Ajvide Lindqvist,Paperback,59,4.5,Poetry,Michigan,Midwest,12/1/2023,41.3,324
28525,And Eternity,Piers Anthony,Paperback,9.43,4.5,Thriller,North Carolina,South,12/1/2023,6.6,132
28526,The Drowning Eyes,Emily Foster,Paperback,9.99,4.5,Thriller,Florida,South,12/1/2023,6.99,123
28527,The Nightmares of God,Michael Davies,Paperback,25,4.5,Poetry,Texas,South,12/1/2023,17.5,178
28528,White Ibis,Wendy Dalrymple,Paperback,9.16,4,Fantasy,Pennsylvania,Northeast,12/1/2023,6.41,136
28529,The Great God Pan,Arthur Machen,Digital,7.26,4.5,Comedy,California,West,12/1/2023,5.08,
28530,Light (Gollancz S.F.),M. John Harrison,Paperback,74,4.5,Thriller,Nebraska,Midwest,12/1/2023,51.8,495
28531,Succubus Dreams,Richelle Mead,Paperback,9.99,4.5,Thriller,Pennsylvania,Northeast,12/1/2023,6.99,104
28532,"The Undead King's Reign of Peace, Vol. 1 (light novel)",Sakuma Sasaki,Paperback,12.9,4,Poetry,Nevada,West,12/1/2023,9.03,191
28533,Steps through the Mist,Zoran Zivkovic,Paperback,10,4,Comedy,South Dakota,Midwest,12/1/2023,7,126
28534,The Burning Light,Bradley P Beaulieu,Digital,10.9,4.5,Thriller,Missouri,Midwest,12/1/2023,7.63,
28535,Dragonknight,Donita K Paul,Digital,14.9,4.5,Comedy,Ohio,Midwest,12/1/2023,10.43,
28536,"The Asterisk War, Vol. 9 (light novel)",Yuu Miyazaki,Audio,97,4,Non Fiction,California,West,12/1/2023,67.9,
28537,The Dollmaker,Nina Allan,Paperback,9.99,4.5,Poetry,Florida,South,12/1/2023,6.99,171
28538,Thunder with a Chance of Lovestruck,Mandy M Roth,Paperback,16.5,4.5,Poetry,Massachusetts,Northeast,12/1/2023,11.55,165
28539,Anomaly,Peter Cawdron,Paperback,12.5,1,Fantasy,California,West,12/1/2023,8.75,161
28540,Scp,Adam Sippel,Audio,19.9,4,Comedy,Ohio,Midwest,12/1/2023,13.93,
28541,The Twilight Watch,Sergei Lukyanenko,Paperback,8.99,4.5,Poetry,California,West,12/1/2023,6.29,148
28542,Severed Souls,Terry Goodkind,Paperback,8.52,4.5,Sci-Fi,California,West,12/1/2023,5.96,173
28543,Death's End,Cixin Liu,Hardcover,20,4.5,Thriller,Texas,South,12/1/2023,14,104
28544,Economic Science Fictions,William Davies,Paperback,19.9,4,Thriller,California,West,12/1/2023,13.93,200
28545,The Shrieking Skull and Other Victorian Christmas Ghost Stories,James Skipp Borlase,Hardcover,12.9,4,Sci-Fi,Florida,South,12/1/2023,9.03,111
28546,On Fragile Waves,E. Lily Yu,Paperback,13.6,4,Sci-Fi,Illinois,Midwest,12/1/2023,9.52,157
28547,Origin,Stephen Baxter,Hardcover,10.9,4,Fantasy,Washington,West,12/1/2023,7.63,149
28548,UQ HOLDER! 22,Ken Akamatsu,Paperback,10.9,4,Poetry,Texas,South,12/1/2023,7.63,148
28549,The Survivalist (Madness Rules),Arthur T Bradley,Paperback,11.4,4,Poetry,Texas,South,12/1/2023,7.98,119
28550,Un mundo feliz / Brave New World,Aldous Huxley,Hardcover,15.5,4,Thriller,Florida,South,12/1/2023,10.85,106
28551,Land Of The Headless (Gollancz S.F.),Adam Roberts,Paperback,7.99,4,Thriller,Texas,South,12/1/2023,5.59,131
28552,A City of Flames (A City of Flames book 1),Rina Vasquez,Paperback,14.5,4,Sci-Fi,Michigan,Midwest,12/1/2023,10.15,258
28553,The Cylons' Secret: n/a (GOLLANCZ S.F.),Craig Shaw Gardner,Paperback,6.99,4.5,Fantasy,Texas,South,12/1/2023,4.89,149
28554,White as Snow,Tanith Lee,Paperback,17.2,4.5,Sci-Fi,Illinois,Midwest,12/1/2023,12.04,149
28555,Reassuring Tales (Expanded Edition),T E D Klein,Paperback,13.9,1,Thriller,Arizona,West,12/1/2023,9.73,171
28556,The Spare Man,Mary Robinette Kowal,Paperback,9.99,4.5,Thriller,Oregon,West,12/1/2023,6.99,160
28557,Stormwielder,Aaron D Hodges,Paperback,15.3,1.5,Thriller,California,West,12/1/2023,10.71,151
28558,A World of Secrets,James Maxwell,Paperback,8.99,4,Poetry,Ohio,Midwest,12/1/2023,6.29,56
28559,Girl from the Stars Book 2,Cheree Lynn Alsop,Digital,12.9,4,Sci-Fi,Texas,South,12/1/2023,9.03,
28560,Blood Betrayal,Tessa Dawn,Paperback,15.3,3,Poetry,Nevada,West,12/1/2023,10.71,247
28562,A Cruel and Fated Light,Ashley Shuttleworth,Hardcover,9.54,3.5,Thriller,North Carolina,South,12/1/2023,6.68,131
28563,A Choir of Ill Children,Tom Piccirilli,Audio,7.26,1,Fantasy,Pennsylvania,Northeast,12/1/2023,5.08,
28564,Ghost,Louise Welsh,Paperback,18,4,Poetry,California,West,12/1/2023,12.6,156
28565,Ascendant's Rite,David Hair,Paperback,12.9,4,Thriller,California,West,12/1/2023,9.03,119
28566,Prize of Gor,John Norman,Hardcover,23.9,4.5,Poetry,Washington,West,12/1/2023,16.73,179
28567,Nevernight,Jay Kristoff,Hardcover,19.5,4.5,Romance,Montana,West,12/1/2023,13.65,202
28568,Luna,Ian McDonald,Digital,10.9,4,Comedy,California,West,12/1/2023,7.63,
28569,Juno and the Lady,G J Kemp,Digital,14,4,Sci-Fi,Pennsylvania,Northeast,12/1/2023,9.8,
28570,Puzzles Of The Black Widowers,Isaac Asimov,Paperback,15.9,4.5,Fantasy,North Carolina,South,12/1/2023,11.13,138
28571,The Girl Who Knew Da Vinci,Belle Ami,Paperback,15.4,4.5,Comedy,Connecticut,Northeast,12/1/2023,10.78,158
28572,Ash,James Herbert,Paperback,8.99,4.5,Thriller,New York,Northeast,12/1/2023,6.29,160
28573,The Untamed,Max Brand,Paperback,13,4,Thriller,California,West,12/1/2023,9.1,190
28574,Leopard's Run,Christine Feehan,Paperback,66,4,Comedy,New Jersey,Northeast,12/1/2023,46.2,457
28575,Ghost Cage,Nick Dragotta,Paperback,14.9,4.5,Fantasy,New York,Northeast,12/1/2023,10.43,201
28576,Regally Bitten,Lexi C Foss,Paperback,14,4,Comedy,Florida,South,12/1/2023,9.8,155
28577,Squire,Tamora Pierce,Hardcover,31,4,Sci-Fi,Michigan,Midwest,12/1/2023,21.7,254
28578,First Scream to the Last,Adrian Roe,Paperback,22,4,Sci-Fi,Illinois,Midwest,12/1/2023,15.4,176
28579,Where Gods Fear to Go,Angus Watson,Paperback,10.2,5,Thriller,California,West,12/1/2023,7.14,139
28580,Travelers Rest,Keith Lee Morris,Paperback,8.99,4,Thriller,Ohio,Midwest,12/1/2023,6.29,116
28581,Sloop of War,Philip K Allan,Hardcover,15.1,1.5,Sci-Fi,Nevada,West,12/1/2023,10.57,103
28582,Dagon and Other Macabre Tales,H. P. Lovecraft,Paperback,12.9,5,Poetry,California,West,12/1/2023,9.03,171
28583,City of Wolves,Willow Palecek,Paperback,8.99,4.5,Sci-Fi,New Jersey,Northeast,12/1/2023,6.29,149
28584,"The Devil is a Part-Timer!, Vol. 11 (light novel)",Satoshi Wagahara,Paperback,11.9,4.5,Romance,Pennsylvania,Northeast,12/1/2023,8.33,165
28585,Reign of the Ancients,R E Davies,Paperback,16.2,4,Poetry,Michigan,Midwest,12/1/2023,11.34,111
28586,The Fellowship of the Ring,J. R. R. Tolkien,Hardcover,25,5,Thriller,Pennsylvania,Northeast,12/1/2023,17.5,131
28587,The Perfect Betrayal,Lauren North,Paperback,9.99,4.5,Sci-Fi,Florida,South,12/1/2023,6.99,155
28588,Mordant?ó?é¼?äós Need (1) ?ó?é¼?Ç£ The Mirror of Her Dreams: v. 1,Stephen Donaldson,Paperback,6.99,4.5,Non Fiction,Minnesota,Midwest,12/1/2023,4.89,106
28589,Unchained by a Forbidden Love,Felicity Heaton,Paperback,12.8,4,Thriller,Nevada,West,12/1/2023,8.96,90
28590,The Broken Tower,Kelly Braffet,Paperback,9.35,4,Comedy,Montana,West,12/1/2023,6.54,116
28591,Fright Train,Tony Tremblay,Paperback,14.8,4.5,Thriller,Idaho,West,12/1/2023,10.36,115
28592,Colonisation: Down to Earth,Harry Turtledove,Paperback,7.99,4.5,Thriller,Washington,West,12/1/2023,5.59,161
28593,The Trigger,Arthur C. Clarke,Paperback,6.99,2,Thriller,Illinois,Midwest,12/1/2023,4.89,87
28594,Mother Death,Karen Traviss,Paperback,19.4,4,Non Fiction,Illinois,Midwest,12/1/2023,13.58,273
28595,Memory: Book Three of the Scavenger Trilogy,K. J. Parker,Paperback,10.9,4,Sci-Fi,Iowa,Midwest,12/1/2023,7.63,167
28597,Domnall and the Borrowed Child,Sylvia Spruck Wrigley,Paperback,5.29,4.5,Romance,California,West,12/1/2023,3.7,99
28598,"The Split: A chilling, pulse-racing, emotionally-charged thriller about a woman on the run from the man she loves...",Sharon Bolton,Hardcover,12.9,4.5,Sci-Fi,California,West,12/1/2023,9.03,126
28599,The Dragon and the Unicorn,A.A. Attanasio,Hardcover,16.9,4.5,Sci-Fi,Florida,South,12/1/2023,11.83,163
28600,Infernal,Mark de Jager,Paperback,8.99,4,Thriller,California,West,12/1/2023,6.29,138
28601,The Green Mile: Part 6:Coffey On the Mile: v. 6 (Green Mile S.),Stephen King,Paperback,2.86,4.5,Fantasy,Ohio,Midwest,12/1/2023,2,69
28602,Doctor Who,Jenny T Colgan,Paperback,26,5,Thriller,Washington,West,12/1/2023,18.2,270
28603,Into the Broken Lands,Tanya Huff,Hardcover,20.1,4,Thriller,Florida,South,12/1/2023,14.07,135
28605,Tumble,Bob Triggs,Paperback,17.9,4,Romance,New Jersey,Northeast,12/1/2023,12.53,169
28606,The Light Bringer,Randy Ellefson,Paperback,18.9,4,Thriller,Arizona,West,12/1/2023,13.23,200
28607,Albion: The White Phantom: 2,Patrick McCormack,Paperback,7.99,4.5,Sci-Fi,Pennsylvania,Northeast,12/1/2023,5.59,148
28608,The Altruis Duad,Geg,Paperback,18.7,4,Thriller,Florida,South,12/1/2023,13.09,147
28609,The Grim Company,Luke Scull,Paperback,7.99,4,Thriller,Illinois,Midwest,12/1/2023,5.59,120
28610,Spin a Black Yarn,Josh Malerman,Digital,10.4,4,Non Fiction,Pennsylvania,Northeast,12/1/2023,7.28,
28611,Doctor Who: The Shining Man,Cavan Scott,Paperback,10.9,4.5,Thriller,California,West,12/1/2023,7.63,133
28612,The Memory of Babel,Christelle Dabos,Hardcover,16.5,4.5,Comedy,Missouri,Midwest,12/1/2023,11.55,155
28613,True Dead,Faith Hunter,Paperback,7.99,2.5,Poetry,Michigan,Midwest,12/1/2023,5.59,95
28614,Biome Lock,Shanti Hershenson,Paperback,10.2,4,Poetry,New York,Northeast,12/1/2023,7.14,150
28615,All the Dead Shall Weep,Charlaine Harris,Paperback,14.9,1.5,Poetry,New Jersey,Northeast,12/1/2023,10.43,182
28616,BattleTech Legends,Michael a Stackpole,Paperback,12.7,4.5,Fantasy,Texas,South,12/1/2023,8.89,167
28617,Elphame's Choice,P. C. Cast,Paperback,6.99,4.5,Thriller,Minnesota,Midwest,12/1/2023,4.89,74
28618,Magic Vol. 3,Jed MacKay,Hardcover,18.9,1,Thriller,Illinois,Midwest,12/1/2023,13.23,184
28619,Dark Possession,Christine Feehan,Paperback,9.99,4,Poetry,Ohio,Midwest,12/1/2023,6.99,149
28620,The HellBeast's Claim,Stephanie Hudson,Paperback,15.5,4,Sci-Fi,Minnesota,Midwest,12/1/2023,10.85,121
28621,Pattern,K. J. Parker,Digital,15.9,4.5,Thriller,Missouri,Midwest,12/1/2023,11.13,
28622,The Flame Imperishable,Jonathan S McIntosh,Paperback,96,1.5,Non Fiction,Idaho,West,12/1/2023,67.2,386
28623,The Wimbols of Wombledon and the Magic Wishing Tree,Wayne Morgan,Hardcover,10.8,4,Comedy,Ohio,Midwest,12/1/2023,7.56,162
28624,Acacia,David Anthony Durham,Paperback,18.9,4,Fantasy,North Carolina,South,12/1/2023,13.23,211
28625,Mightier Than The Sword: Omnibus 2,Tom Holt,Paperback,15.9,4.5,Sci-Fi,California,West,12/1/2023,11.13,162
28626,Agnes at the End of the World,Kelly McWilliams,Hardcover,13.2,4.5,Poetry,Ohio,Midwest,12/1/2023,9.24,113
28627,David Mogo Godhunter,Suyi Davies Okungbowa,Paperback,8.99,4.5,Romance,Minnesota,Midwest,12/1/2023,6.29,172
28628,Mirror Sight,Kristen Britain,Paperback,14.9,4,Sci-Fi,California,West,12/1/2023,10.43,137
28629,The Forever Life,Craig Robertson,Paperback,15.7,5,Thriller,Illinois,Midwest,12/1/2023,10.99,139
28630,Jettatura,Theophile Gautier,Audio,6.66,4.5,Comedy,New Jersey,Northeast,12/1/2023,4.66,
28631,Dragonmark,Sherrilyn Kenyon,Paperback,86,4,Thriller,Connecticut,Northeast,12/1/2023,60.2,439
28632,To Serve and Protect,Glynn Stewart,Audio,14,4.5,Thriller,Pennsylvania,Northeast,12/1/2023,9.8,
28633,The Book of Yig,David Hambling,Digital,14.3,4.5,Comedy,Colorado,West,12/1/2023,10.01,
28634,Forbidden Throne,Jennifer Laslie,Hardcover,6.38,4,Sci-Fi,Florida,South,12/1/2023,4.47,96
28635,The Walking Cat: A Cat's-Eye-View of the Zombie Apocalypse (Omnibus Vol. 1-3),Tomo Kitaoka,Digital,18.1,4.5,Thriller,New York,Northeast,12/1/2023,12.67,
28636,Invisible Ecologies,Rachel Armstrong,Paperback,15.3,1,Romance,California,West,12/1/2023,10.71,104
28637,The Afterlife of Alice Watkins,Matilda Scotney,Paperback,93,4.5,Non Fiction,Oregon,West,12/1/2023,65.1,413
28638,The Girl Who Heard Dragons,Anne McCaffrey,Paperback,7.99,5,Comedy,Virginia,South,12/1/2023,5.59,138
28639,The Riddle-Master's Game,Patricia A. McKillip,Paperback,12.9,1.5,Thriller,Ohio,Midwest,12/1/2023,9.03,183
28640,The Fall of Hyperion (Hyperion Cantos),Dan Simmons,Digital,7.99,2,Poetry,Montana,West,12/1/2023,5.59,
28641,Family Lore,Elizabeth Acevedo,Hardcover,16.9,4,Thriller,California,West,12/1/2023,11.83,129
28642,"Gears, Ghouls, and Gauges",Phoebe Darqueling,Paperback,14.9,4,Sci-Fi,Texas,South,12/1/2023,10.43,215
28643,Founding of Valdemar - Beyond,Mercedes Lackey,Paperback,10.4,1.5,Sci-Fi,Massachusetts,Northeast,12/1/2023,7.28,126
28644,Multispecies Cities,Priya Sarukkai Chabria,Digital,11.9,5,Thriller,New Jersey,Northeast,12/1/2023,8.33,
28645,The Book of Souls,Kevin Moore,Paperback,14.3,5,Sci-Fi,California,West,12/1/2023,10.01,75
28646,The Haunted Dolls' House and Other Ghost Stories,M. R. James,Paperback,9.99,1.5,Thriller,California,West,12/1/2023,6.99,167
28647,Love Beyond Measure,Bethany Claire,Paperback,12.9,4,Thriller,California,West,12/1/2023,9.03,195
28648,Cowboys for Christ,Robin Hardy,Hardcover,14.9,4.5,Comedy,Arizona,West,12/1/2023,10.43,152
28649,Adventures of the Open Doors,Lynn Reed,Paperback,13.9,4.5,Non Fiction,Pennsylvania,Northeast,12/1/2023,9.73,196
28650,Little Paranoias,Sonora Taylor,Paperback,32,4.5,Thriller,Missouri,Midwest,12/1/2023,22.4,342
28651,Soul Trade (Angel S.),Tom Sniegoski,Digital,5.99,4.5,Thriller,Pennsylvania,Northeast,12/1/2023,4.19,
28652,Take Back the Sky,Greg Bear,Paperback,48,4,Comedy,Florida,South,12/1/2023,33.6,498
28653,Ugly Heaven,Carlton Mellick III,Paperback,13.5,2.5,Fantasy,Washington,West,12/1/2023,9.45,156
28654,A Novel Way to Die,Steffanie Holmes,Audio,13.1,4,Fantasy,Virginia,South,12/1/2023,9.17,
28655,The Islands Tell Of It,Patty Fischer,Paperback,11.2,4,Comedy,California,West,12/1/2023,7.84,153
28656,Shadow in the Empire of Light,Jane Routley,Paperback,8.99,4.5,Sci-Fi,Minnesota,Midwest,12/1/2023,6.29,150
28657,The Remaking,Clay McLeod Chapman,Hardcover,13.9,4,Comedy,California,West,12/1/2023,9.73,84
28658,The Miracles of the Namiya General Store,Keigo Higashino,Digital,11.9,4,Fantasy,Florida,South,12/1/2023,8.33,
28659,The Shadowing,Rhiannon Ward,Paperback,8.99,4,Thriller,North Carolina,South,12/1/2023,6.29,87
28660,Storm Born,Richelle Mead,Hardcover,16.9,4,Thriller,Florida,South,12/1/2023,11.83,172
